id,enrollment_id,user_id,course_id,organisation_id,certificate_number,issued_at,expires_at,pdf_url,is_valid
"4f76e9ca-e014-41bf-bb37-ac01a6e5df93","b2304869-ad0e-4e5b-8a48-063f1c6f425c","30018a3a-b625-4f42-a518-e61760c8f603","43700813-90d4-416a-8d10-4d3aae2c2238",,"CLP-1777877707487-TD71FR","""2026-05-04T06:55:07.489Z""","""2027-05-04T06:55:07.487Z""","/certificates/30018a3a-b625-4f42-a518-e61760c8f603-fire-safety-awareness.png","true"
